# {'device': 'mps', 'vocab': 50277, 'dead_token': 50, 'dead_token_str': "'Q'", 'arch': 'causal', 'model': 'RWKV/rwkv-4-169m-pile', 'freq_penalty': 0.0}
# dead token 50 = 'Q' shown as '.'
g   0 | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . XIII . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
g  18 | . : _ _ How to get the value of a variable in a function ? _ _ I have a _ have var :// ( ( a = function _ _ _ I I I I I I _ _ var _ ) ) _ _ _ _ = ) _ _ _ _ _ _ _ _ = = _ I I I I I I ) ) = = = = = _ = _ _ = = I I the _ = = _ b = = = I I I _
g  19 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function function _ = / var var : 1 ( ( and and want ) a I I = _ I a a _ _ _ I I I _ _ _ I I I I ) ) ) ) _ _ _ I I _ _ _ _ _ ) ) ) = = _ = _ = ) _ _ I _ _ _ I _ _ _ _ _ _ _ _
g  20 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that that 1 function = / _ _ . var var ) ) to 2 ) want ) / _ want I = _ I I want = = _ I I a = = = _ _ _ _ _ I I want ) _ I I I I _ _ _ _ _ _ = _ = _ _ I I _ = = _ _ I I and and and and
g  21 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes returns ) returns function 1 1 I _ 1 1 _ _ get variable to to to 2 _ to want / _ = _ I _ _ _ = = = = _ _ I I I I I want a = = I I = = = _ I I I I I = _ _ _ I I = _ _ _ _ I I _ = I =
g  22 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a a and a returns and and have function . I 1 and the _ be be get _ _ 2 to need _ to _ want _ I I _ _ _ _ _ I want _ _ _ I to function to to _ _ = I I _ = I I = = = _ I I want = = _ I I I I = _ = _
g  23 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable variable b and a returns returns a that _ want is a function function the called the _ I . get to _ get _ _ _ want 1 _ I I I I want to _ I I need _ _ _ _ _ I I _ _ _ I _ _ I _ _ _ = = _ I I _ I = = = I _ I
g  24 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and and and returns value a a value is var to to function that that variable function function function want e the the _ the _ I I to _ _ . _ _ _ 2 get get 2 II to _ I I I I want want _ I I I _ I I _ I I _ _ _ _ _ _ _ _ _ _ _ I
g  25 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns returns returns a of variable variable . equal . a a . is variable is is . . to to value value function function _ want _ get I I _ I I I . the function _ _ get _ want to to II to to _ II II II _ I _ _ I _ _ I I I I I I I I I I
g  26 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the . a value the . . _ to _ is variable _ equal variable equal equal _ _ get get of of . . function to a _ = ( get need _ _ _ value is get I I get _ get get _ I I _ _ II II _ II _ I want _ I _ _ _ _ _ _ _ _ _
g  27 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value _ variable is function _ _ I get var the to _ to _ to _ _ I the the the _ _ _ _ get get function function a of to _ I A of equal of = = I _ get _ _ need get _ I _ II _ II _ _ to I _ _ I A A A A A A
g  28 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of var = a _ function I want the value value get _ get _ _ _ I want to to to _ A A A var var _ _ _ the _ _ get _ to to _ to _ _ _ of _ I to of _ _ _ _ III _ _ I get _ _ I need of _ _ _ _
g  29 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that . function . I get = to value of of from _ = _ I A tried to get get get get = = = = = _ A A value _ A _ _ get get _ _ _ A A var _ want _ _ _ A A A _ _ A want _ I I _ to var _ A A
g  30 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable _ is _ want the function get of variable variable the function function _ want _ to use the from from _ _ _ _ = = I function = of A _ _ A = _ A A A : _ _ _ _ _ A A : var _ _ A _ _ _ want _ _ _ _ _ _
g  31 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . function _ function to value to the the _ _ value get get _ to _ get the function function the _ I A A get _ want get I variable function _ I : A _ = _ _ _ _ A A A A : : _ A _ A : _ A A _ _ A A A A
g  32 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ . name _ get . be function function function function of the the _ value _ _ value _ to value _ want function _ get _ to _ _ _ _ _ want _ _ _ function _ I I I : : _ _ A _ _ : _ _ A _ _ : A A : : _
g  33 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I _ _ of _ value _ _ _ _ _ the variable variable . of _ I of get get . _ to to _ . _ value get I I _ _ to get _ . _ _ want _ _ _ _ _ I : _ A _ _ : _ _ : _ _ _ _ _
g  34 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want def I course var ( of _ returns returns returns value is is _ _ _ _ _ _ the _ _ get get _ _ _ _ _ _ _ _ I get the of _ _ _ to _ I I I I want _ _ : _ I _ _ A _ _ : : :
g  35 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to the get to = x _ _ a _ returns of a a _ = _ I _ _ variable return _ the the _ I I _ _ _ I A want the value _ _ _ _ get _ get _ _ _ to _ _ _ _ _ _ I : _ I _ _
g  36 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get function the the function , value I = _ a x variable _ _ x _ want _ A x a _ value value _ _ _ _ _ _ _ _ to value of _ A I A the _ _ _ A A = get I _ A A A want _ get _ I
g  37 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the that variable variable is but of have function function = + _ _ I = _ to _ _ _ _ _ I _ _ I A A A A _ _ get _ a _ x _ _ value _ _ A : the _ value _ _ = = = _ _ I _
g  38 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value variable 's and a I a to . . function 1 I A tried function _ get _ I A A A tried _ A = _ _ _ _ _ A the _ _ _ _ _ A _ _ A : _ function _ _ _ A _ _ _ _ = _
g  39 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of of value return function can function be _ _ . . . . to 1 function _ _ A _ _ _ _ _ _ get _ I I I I = function _ A A A A = _ A _ _ _ 1 _ A A = _ A A A _
g  40 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the the of from . I in a function A _ _ _ _ get . . 1 _ function _ I A A A A the _ want _ 1 I get ( _ = = = = function _ _ _ A A _ _ _ _ _ A _ _ _
g  41 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable variable the the _ tried the function . function function A I I the _ _ _ _ A _ want _ _ _ _ _ _ _ _ _ _ _ 1 ) ) ) ) ) A _ I I : _ _ A A A A : _ A
g  42 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that . function function function to followin like _ . . ( . . variable function I A A : _ to _ I I I I I I I I I I _ _ _ _ _ ) ) _ want _ _ _ 2 : : : _ _ _
g  43 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is _ is is is get code this function _ _ function value function ) ) ) ) ) function _ get _ want _ : _ _ A I I I I I I A A A _ _ _ to to A A ) _ _ _ _ to
g  44 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed _ equal a a the . is is _ I get is ( _ _ _ _ _ ) _ the _ _ _ function : I : _ _ _ _ I I _ _ _ _ A A get get _ II _ _ A A A
g  45 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to in to value value value _ there possible function have the the a _ var A A A _ _ value _ A A ( _ am _ _ A _ _ : : _ A A A : _ the the _ I _ A : get
g  46 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the the the . . . I is ways that to value value value variable value , _ _ _ A A _ _ _ A _ A ) A : _ A _ _ _ _ ( _ _ _ A A _ _ _ _ _
g  47 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function function function _ _ _ want a to I get the of . . variable I I A A : = _ A A : B _ _ _ _ _ _ _ A A A A A A A _ _ _ ) ) A
g  48 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . . . I A A to function get can the value the _ _ _ want _ _ _ _ _ _ : : = _ _ A A A A A A : : : : : : : _ A A _ _
g  49 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ _ _ have . . be . the be function of variable function A A to _ I A A A A _ _ _ _ : : _ _ _ _ _ _ _ _ _ _ _ _ _ A _ _
g  50 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I A A a js _ the _ variable . is the is . . . get _ have to to . . _ I A A _ _ _ A A A A A A A A A A A A function _
g  51 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried = = = = function function _ is _ the variable the _ _ _ the the to be get _ _ _ have A a _ A A : _ _ _ _ _ _ _ _ _ _ _ _
g  52 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this get but = = ( ( But not function function that variable _ A A variable variable _ passed the _ A A to function = _ the _ _ A A A A A A A A A A A
g  53 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ it get _ value var I sure ( ) returns is is ) ) ) ) _ in variable function variable variable the _ ( _ variable A A : _ _ _ _ _ _ _ _ _
g  54 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ _ returns the function = = = it value _ a not _ _ _ _ _ _ the . . . _ value value value _ is is _ _ _ is is is A A A A
g  55 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function var the value _ function _ _ returns _ _ = defined _ but but A A A function _ _ _ _ = = = = not not _ A value . value value = = _
g  56 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get = Var of _ var _ But the _ undefine the _ _ I the = _ _ _ _ A A A var _ _ _ defined defined _ = function _ = = = =
g  57 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ function ( Var _ = _ I value function _ variable function A tried function Var _ A A A : _ _ of _ A A the in _ _ _ _ _ _ _
g  58 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value (){ value ) ) " ' ) ) ( _ = = = = ( = variable = = = _ _ A the _ = = variable the A I A A A A
g  59 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( _ } _ _ this "; _ _ value " function ) ) ) ) ) ) value ) ) _ return ) variable _ = = = value = = _ I _
g  60 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value _ ){ _ function . _ _ function = _ get _ _ _ _ _ _ ; ) ) _ value _ ; _ value value value _ _ _ _ tried
g  61 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) ) _ _ get get } return . function function _ _ return return } } } _ _ _ _ = _ _ _ _ _ _ _ ; ; ;
g  62 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { { { return _ ( _ value _ get ( value _ . . _ _ _ _ I A A get _ A A A A A A _ _
g  63 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ _ value value value _ . } _ value ) )} toString _ get But But } get _ _ ( _ _ _ _ _ _ _ _
g  64 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return } = = = = _ _ _ _ _ _ () _ _ tons tons value _ _ I function _ A A A A A A
g  65 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value _ value value ; value } } But But A A { _ = = = ( = _ tried _ = _ _ _ _ _
g  66 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; } = _ _ _ _ _ I I var _ _ _ get value value value ) value = value = = A A A
g  67 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ _ get _ get get A A get get . _ A var _ of = _ _ ) _ ; value value value _
g  68 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } } _ = _ ( ( ( A A _ _ _ get A A get _ A _ _ _ = _ _
g  69 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ _ get get get value value ) ) _ I ( _ ( _ A get _ _ } A get _
g  70 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But But _ ( value ( ( _ _ _ tried get get value _ ( get B A _ get _
g  71 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it I I value ); 1 get _ I I to _ ( ( ( _ _ ( ( _ _
g  72 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives get doesn is _ ) ( 2 get value get string value value value _ value _ _ _
g  73 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me _ 't not _ _ value ) _ ( value ) ) ) ) ) ) _ I
g  74 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an value h a _ A = _ _ value ) _ _ _ _ _ _ _
g  75 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error . . value _ function get _ A _ _ _ A A A A A
g  76 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ is _ get _ ( function _ A A : _ _ _
g  77 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un not _ _ value value ( _ function _ _ _ A
g  78 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined found able get _ _ value _ ( _ A function
g  79 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable . : value value value () _ an _ function
g  80 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : _ _ _ _ _ _ _ onymous error
g  81 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ I A A A A A function
g  82 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ tried : : : : _
g  83 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I to _ _ _ _
g  84 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried get function A A
g  85 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to _ but and
g  86 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use str it
g  87 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get ()
g  88 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  89 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  90 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  91 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  92 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  93 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  94 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  95 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  96 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  97 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  98 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g  99 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
